"","gender_person_1","gender_person_2","gender_person_3","gender_person_4","gender_person_5","gender_person_6","gender_person_7","gender_person_8","gender_person_9","gender_person_10","total_people_pictured","total_women","total_men","total_ambiguous","building_code","clean_img_name"
"1009",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3739"
"1010",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3739"
"1011",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3739"
"1012",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3739"
"1013",2,2,2,2,1,NA,NA,NA,NA,NA,"5",NA,NA,NA,6,"IMG_3742"
"1014",2,1,2,2,2,2,2,NA,NA,NA,"7",NA,NA,NA,6,"IMG_3743"
"1015",2,2,2,2,2,2,1,NA,NA,NA,"7",NA,NA,NA,6,"IMG_3744"
"1016",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3747"
"1017",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3748"
"1018",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3770"
"1019",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3770"
"1020",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3770"
"1021",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3770"
"1022",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3770"
"1023",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3770"
"1024",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3770"
"1025",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3770"
"1026",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3770"
"1027",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3770"
"1028",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3770"
"1029",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3770"
"1030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",6,13,3,6,"IMG_3774"
"1031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",3,12,NA,6,"IMG_3786"
"1032",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3795"
"1033",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3795"
"1034",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3796"
"1035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41",7,34,NA,6,"IMG_3797"
"1036",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3799"
"1037",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3799"
"1038",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3800"
"1039",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3800"
"1040",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3801"
"1041",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3801"
"1042",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3802"
"1043",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3802"
"1044",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3803"
"1045",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3803"
"1046",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3804"
"1047",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3805"
"1048",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_3809"
"1049",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3809"
"1050",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3809"
"1051",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3809"
"1052",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3809"
"1053",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3809"
"1054",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3809"
"1055",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3809"
"1056",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3809"
"1057",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3809"
"1058",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3809"
"1059",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3809"
"1060",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3809"
"1061",2,2,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,6,"IMG_3809"
"1062",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3810"
"1063",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3810"
"1064",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3810"
"1065",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3810"
"1066",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3811"
"1067",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3811"
"1068",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3811"
"1069",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3811"
"1070",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3811"
"1071",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3813"
"1072",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3813"
"1073",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3813"
"1074",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3823"
"1075",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3823"
"1076",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3823"
"1077",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3823"
"1078",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3823"
"1079",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3823"
"1080",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3823"
"1081",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3823"
"1082",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3823"
"1083",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3825"
"1084",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3826"
"1085",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3826"
"1086",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3826"
"1087",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3828"
"1088",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3829"
"1089",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3836"
"1090",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3836"
"1091",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3836"
"1092",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3836"
"1093",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3837"
"1094",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3837"
"1095",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3839"
"1096",2,2,2,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,6,"IMG_3840"
"1097",1,2,1,1,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,6,"IMG_3842"
"1098",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3844"
"1099",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3844"
"1100",2,1,2,1,1,0,2,2,NA,NA,"8",NA,NA,NA,6,"IMG_3847"
"1101",1,2,2,2,2,2,2,2,NA,NA,"8",NA,NA,NA,6,"IMG_3847"
"1102",2,2,1,2,2,NA,NA,NA,NA,NA,"3",NA,NA,NA,6,"IMG_3847"
"1103",2,1,2,2,2,NA,NA,NA,NA,NA,"5",NA,NA,NA,6,"IMG_3847"
"1104",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3849"
"1105",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3855"
"1106",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3855"
"1107",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3855"
"1108",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3855"
"1109",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3855"
"1110",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3855"
"1111",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3855"
"1112",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3856"
"1113",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3856"
"1114",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3856"
"1115",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3856"
"1116",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3856"
"1117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3857"
"1118",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3857"
"1119",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3857"
"1120",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3857"
"1121",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3857"
"1122",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3858"
"1123",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3858"
"1124",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3858"
"1125",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3858"
"1126",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3858"
"1127",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3859"
"1128",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,6,"IMG_3859"
"1129",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,6,"IMG_3859"
"1130",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3871"
"1131",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3872"
"1132",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3880"
"1133",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3881"
"1134",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3881"
"1135",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3881"
"1136",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3881"
"1137",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3881"
"1138",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3881"
"1139",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3882"
"1140",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3882"
"1141",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3882"
"1142",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3882"
"1143",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3882"
"1144",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3882"
"1145",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3883"
"1146",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3883"
"1147",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3883"
"1148",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3883"
"1149",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3883"
"1150",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3883"
"1151",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3884"
"1152",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3884"
"1153",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3884"
"1154",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3884"
"1155",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3884"
"1156",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3884"
"1157",2,2,2,2,1,2,2,2,2,2,"10",NA,NA,NA,6,"IMG_3887"
"1158",1,1,1,1,1,2,1,1,1,2,"10",NA,NA,NA,6,"IMG_3888"
"1159",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3891"
"1160",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3891"
"1161",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3891"
"1162",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3891"
"1163",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3891"
"1164",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3891"
"1165",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3892"
"1166",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3892"
"1167",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3892"
"1168",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3892"
"1169",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_3892"
"1170",2,2,2,2,2,NA,NA,NA,NA,NA,"5",NA,NA,NA,6,"IMG_8390"
"1171",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_8391"
"1172",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,6,"IMG_8392"
"1173",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_8396"
"1174",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_8396"
"1175",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_8396"
"1176",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_8396"
"1177",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_8396"
"1178",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_8396"
"1179",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_8396"
"1180",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6,"IMG_8396"
"1181",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,25,"IMG_2081"
"1182",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,25,"IMG_2081"
"1183",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,25,"IMG_2081"
"1184",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,25,"IMG_2081"
"1185",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,25,"IMG_2081"
"1186",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,25,"IMG_2081"
"1187",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,25,"IMG_2081"
"1188",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,25,"IMG_2087"
"1189",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,25,"IMG_2093"
"1190",2,2,1,1,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,25,"IMG_2118"
"1191",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,25,"IMG_2141"
"1192",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,25,"IMG_2155"
"1193",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,25,"IMG_2158"
"1194",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,25,"IMG_2159"
"1195",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,25,"IMG_2160"
"1196",2,0,1,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,25,"IMG_2160"
"1197",1,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,25,"IMG_2160"
"1198",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,25,"IMG_2161"
"1199",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,17,"IMG_3121"
"1200",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,17,"IMG_3121"
"1201",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,17,"IMG_3121"
"1202",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,17,"IMG_3121"
"1203",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,17,"IMG_3121"
"1204",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,17,"IMG_3121"
"1205",1,2,1,2,1,2,1,1,2,2,"10",NA,NA,NA,17,"IMG_3266"
"1206",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,17,"IMG_5152"
"1207",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,17,"IMG_5736"
"1208",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,17,"IMG_7517"
"1209",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,17,"IMG_7517"
"1210",2,1,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,17,"IMG_7517"
"1211",1,1,2,2,1,2,1,2,NA,NA,"8",NA,NA,NA,17,"IMG_7517"
"1212",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,17,"IMG_7517"
"1213",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,17,"IMG_7517"
"1214",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2755"
"1215",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2755"
"1216",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2755"
"1217",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2755"
"1218",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2755"
"1219",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2755"
"1220",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2755"
"1221",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2756"
"1222",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2756"
"1223",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2756"
"1224",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2756"
"1225",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2757"
"1226",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2757"
"1227",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2757"
"1228",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2758"
"1229",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2758"
"1230",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2758"
"1231",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2759"
"1232",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2759"
"1233",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2760"
"1234",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2761"
"1235",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2761"
"1236",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2761"
"1237",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2762"
"1238",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2763"
"1239",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,7,"IMG_2764"
"1240",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2764"
"1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",4,16,1,7,"IMG_2765"
"1242",2,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,7,"IMG_2766"
"1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36",2,7,1,7,"IMG_2778"
"1244",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2780"
"1245",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2785"
"1246",2,2,1,2,1,1,NA,NA,NA,NA,"6",NA,NA,NA,7,"IMG_2785"
"1247",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,7,"IMG_2785"
"1248",2,2,1,2,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,7,"IMG_2785"
"1249",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2786"
"1250",1,2,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,7,"IMG_2788"
"1251",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1252",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1253",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1254",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1255",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1256",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1257",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
"1258",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,7,"IMG_2793"
